word	n
ochranu	1430
štátnej	1430
rastlín	1429
stave	1429
Vznik	1428
meria	1427
slovenské	1427
sprava	1427
chrám	1425
funguje	1425
naposledy	1425
obyvatelia	1425
Île	1425
radi	1424
hnutia	1421
moment	1420
výber	1420
verejnosti	1419
šťastný	1419
Saône	1418
gymnáziu	1418
zväzu	1418
vedy	1416
chceme	1415
rozprávať	1415
severne	1415
Yorku	1414
umení	1413
you	1413
albume	1412
existujú	1412
situácia	1412
staré	1412
Charakteristika	1411
obchodu	1411
pohľad	1411
prípadoch	1411
píše	1411
jazyku	1410
okolie	1410
úžasné	1410
der	1409
najvyšší	1409
ochrany	1409
pôvod	1409
stanici	1409
série	1408
celkovo	1407
krátky	1406
tych	1406
východnom	1404
dovtedy	1403
každá	1403
Taliansku	1402
kedysi	1402
volal	1402
tými	1401
stupeň	1400
tokom	1400
odpoveď	1395
sieť	1395
jazykov	1394
zeme	1394
systémy	1392
zhruba	1392
mysli	1391
sen	1391
tvorili	1390
ukáž	1389
pôjdeme	1388
dosiahnuť	1387
Koncom	1386
decembri	1386
more	1386
staršie	1386
budov	1385
potrebovať	1385
novým	1382
pápež	1382
rozhodne	1382
chlapík	1381
nerob	1380
otázka	1380
opustil	1379
rovnaké	1379
vráť	1379
pedagóg	1378
Richard	1377
Ruska	1377
Amerike	1376
automaticky	1376
hmm	1376
miláčik	1376
potreby	1375
vládu	1375
čau	1375
národnej	1372
októbri	1372
Ameriky	1371
hokeji	1371
poriadne	1371
stretnúť	1371
mená	1370
novembri	1370
madam	1369
misie	1369
priateľov	1369
Londýne	1368
výroba	1368
zober	1368
Garonne	1367
vysoký	1367
vzal	1367
Auvergne	1366
Leží	1366
Rusku	1366
cena	1365
smer	1365
hrala	1364
Polohopis	1363
divadlo	1363
dávno	1363
začne	1363
skladba	1362
zahŕňa	1362
Boli	1361
relatívne	1360
tréner	1360
najlepších	1357
skladá	1357
viaceré	1357
pamätáš	1355
schopnosť	1351
týždne	1350
urob	1350
údaje	1349
bež	1348
múzeum	1348
nejde	1347
palube	1347
priestore	1347
čaká	1347
motory	1346
Externé	1345
kusov	1345
mierne	1345
vašej	1345
dosahuje	1344
náhodou	1344
názvu	1344
pritom	1344
vysokej	1342
zavolám	1342
zmluvy	1342
No	1341
raketoplánu	1341
doteraz	1339
nedá	1338
piesní	1338
Vlajka	1337
palác	1337
popri	1337
prachy	1337
divadla	1336
stretnutie	1336
hlavnom	1335
južnom	1335
hranicu	1333
klube	1332
pohybu	1332
prebieha	1332
teplota	1331
UK	1329
jazero	1329
vidíte	1329
ostatní	1328
rýchlosti	1328
mori	1327
vzdialenosť	1327
prác	1326
typy	1326
Eure	1325
prvou	1324
všeobecne	1324
postavy	1323
povieš	1323
milióna	1322
úspešne	1322
michael	1321
vysoká	1321
rúk	1320
trhu	1320
majstrovstvá	1319
siete	1319
amerického	1318
filozof	1318
našla	1318
Park	1315
myslieť	1315
postavil	1315
čakať	1314
chápem	1313
termín	1313
víťazstvo	1313
ked	1310
používal	1310
stroj	1310
bližšie	1309
spevák	1309
týka	1309
kňaz	1308
stredoveku	1307
časopisu	1307
jediným	1306
knihe	1306
silný	1306
pohoria	1303
ukončil	1303
Slovenského	1302
párty	1302
Panny	1301
bunky	1301
nemáte	1301
uveriť	1301
hlave	1300
mier	1300
osoba	1300
Provence	1299
forma	1299
júni	1299
motora	1299
používali	1299
trvalo	1298
Michael	1297
mrzí	1297
nemeckého	1297
umiestnené	1297
vlastným	1297
trocha	1296
tvaru	1296
Bretónsko	1295
patrila	1295
úrad	1295
malú	1294
upravené	1292
vode	1290
Ríme	1289
auguste	1289
podcelku	1289
pokoj	1289
predstaviť	1289
tlak	1289
národov	1288
lekár	1287
chrámu	1286
riaditeľ	1286
hodnotu	1285
Ľudovít	1285
histórie	1284
ďalšiu	1284
objavila	1282
Severnej	1281
nemusíš	1280
kultúra	1279
manžel	1279
európskych	1277
dediny	1276
filozofia	1276
schopnosti	1276
dolu	1275
kariéra	1274
nemôžete	1273
pomoci	1273
každé	1272
biely	1271
ostrovov	1271
druhým	1270
organizácia	1270
Hlavným	1269
kamoš	1267
úroveň	1267
stretli	1265
výraz	1264
myšlienky	1263
ľuďmi	1263
Európskej	1262
prostredí	1262
patrili	1261
vlasy	1260
výšky	1260
zobrať	1259
plochy	1258
strávil	1257
vysoké	1257
James	1256
počúvajte	1256
vojaci	1256
Ves	1254
chodiť	1254
mestách	1253
nehovor	1252
ríša	1252
zvláštne	1250
informácií	1249
matky	1249
apríli	1248
odo	1248
vrátim	1245
Pramení	1243
rozhodnutie	1242
silné	1242
operácie	1241
slúžil	1241
snažím	1241
Patrí	1240
zdroj	1240
Uhorsku	1239
dlhá	1239
žijú	1239
aktivity	1238
občas	1238
Ázie	1238
navrhol	1236
študentov	1236
básnik	1235
vojenskej	1233
ďalšia	1233
Bratislavy	1232
firma	1232
používané	1232
štýle	1232
priateľa	1231
zdrojov	1231
šťastia	1231
hokejový	1230
lásky	1230
obyvateľstvo	1230
osoby	1230
určené	1230
chcieť	1229
štvorhre	1229
architekt	1228
dispozícii	1227
priemer	1227
časopis	1227
CD	1226
rakety	1226
úlohy	1226
osady	1225
vojenské	1225
yeah	1225
Spojené	1224
psa	1224
Budapešti	1223
neexistuje	1223
zistiť	1223
škôl	1223
Tak	1222
založili	1222
významných	1221
kariéru	1220
rovnomennej	1220
trvá	1219
Poľska	1218
inej	1217
predseda	1217
veže	1217
World	1216
dostalo	1216
otcovi	1216
uvedené	1216
Dielo	1215
definitívne	1215
takú	1215
Žilina	1214
nemecké	1213
týždňov	1213
obrany	1212
nejaká	1209
ženou	1209
dcéry	1208
http	1208
ostrovy	1208
skladateľ	1208
uprostred	1208
vravel	1208
dopravy	1207
porovnaní	1206
blázon	1205
centre	1205
frank	1205
strašne	1205
Gréci	1204
Titul	1204
motorov	1204
sam	1204
vstúpil	1204
zahraničných	1204
zavolaj	1203
gr	1202
zaujímavé	1202
obyčajne	1201
západnom	1201
severnom	1200
vzdelanie	1200
Rusko	1197
kontrolu	1197
manželkou	1197
nepodarilo	1197
prijal	1197
prostredie	1197
nemocnice	1196
obsah	1196
zabili	1196
index	1195
otázku	1195
podmienok	1195
lès	1194
pravostranný	1194
skončilo	1194
ah	1193
armáde	1193
nejako	1193
ukázať	1192
februári	1191
známych	1191
žili	1191
Grécka	1190
počula	1190
úlohou	1190
majetok	1189
politické	1189
zaradené	1189
únie	1189
dosiahla	1187
pôdy	1187
údajne	1187
prejsť	1186
starých	1186
trh	1186
vezmi	1186
vlastnej	1186
manželky	1185
navždy	1185
jar	1184
kraja	1184
otvorené	1184
vedeli	1183
pomohol	1182
títo	1182
Druhá	1181
Hlavné	1181
Nemci	1181
používaný	1181
strýko	1181
časom	1181
hre	1180
systémov	1178
miestnosti	1177
zvuk	1177
najmenej	1176
výnimkou	1176
dvojhre	1175
rovnaký	1175
súťaži	1175
šaty	1175
Los	1174
Začiatkom	1174
Zomrel	1174
charlie	1174
dostaneme	1174
pozdĺž	1174
Každý	1173
se	1173
výsledkom	1173
opustiť	1172
predsedom	1172
verím	1172
Veľké	1171
ciest	1171
energiu	1171
priniesol	1171
iní	1170
prírody	1170
kód	1169
touto	1169
znak	1169
Južnej	1168
povie	1168
starosti	1168
trošku	1166
Podobne	1165
kameň	1165
objektov	1165
hmotnosti	1164
nebudeš	1164
rovno	1164
International	1163
hovorila	1163
politik	1163
použil	1163
Majstrovstvách	1162
skúsenosti	1162
sľubujem	1162
výšku	1162
Jan	1161
St	1161
doba	1161
jazera	1161
zabudol	1161
ľudu	1160
ben	1159
zbraní	1159
zdroje	1158
zvierat	1158
povstania	1156
lepší	1155
nemohli	1155
nikomu	1155
osobne	1155
podiel	1155
vrstvy	1155
nižšie	1154
písomná	1154
VI	1153
komplex	1153
Dr	1152
maj	1152
rukách	1152
Stredočeskom	1151
Ríma	1149
júli	1148
rokom	1148
stopy	1148
ústi	1148
podpísal	1147
postavili	1147
rodičov	1147
stáť	1147
ľavostranný	1147
ženatý	1147
STS	1146
hudobných	1145
Les	1144
dlhšie	1141
domy	1141
hľadať	1141
krajinu	1140
hráčom	1139
pohybuje	1139
skvelý	1139
tímov	1139
rock	1138
týmito	1138
hlava	1137
veľkou	1137
Marie	1136
anglický	1136
mužstvo	1136
vášho	1136
zostaň	1136
Vladimír	1135
Vzhľadom	1135
majetku	1135
text	1135
závislosti	1135
chýba	1134
sex	1134
spoločnosťou	1134
všetkého	1134
metódy	1132
idú	1131
zápasoch	1131
Pavla	1130
okay	1130
Anglicku	1129
látok	1129
chvíľku	1128
hrali	1128
pravej	1128
systémom	1128
vojsko	1128
žiarenia	1128
Zemi	1127
písmo	1127
skratka	1127
dostanem	1126
hviezdokopa	1126
svetového	1126
výskumu	1126
dostatočne	1125
dĺžky	1125
generácie	1124
krásne	1124
krok	1123
storočie	1123
Ľudovíta	1123
George	1122
HC	1122
pôvodného	1122
teploty	1122
záleží	1122
návrate	1119
objekt	1119
zas	1119
Slovenské	1118
lásku	1118
počuj	1118
pravidelne	1118
ročný	1118
spod	1118
stratili	1118
jazyky	1117
miestom	1117
poskytuje	1117
taliansky	1117
vyšla	1117
Cesta	1116
osud	1116
rýchlosťou	1116
väzenia	1116
rímskokatolícky	1115
stanicu	1115
pomenovaná	1114
vyskytujú	1114
aute	1113
večeru	1113
vráti	1113
zachrániť	1113
Charente	1112
dôkaz	1112
pomôž	1112
situáciu	1112
viesť	1112
chlapi	1111
harry	1111
nesie	1111
Taktiež	1110
Oise	1109
ruský	1109
závisí	1109
Jozefa	1107
majstrov	1107
srdca	1107
súčasnej	1107
hovor	1106
post	1106
jadro	1105
okolia	1105
voľby	1105
hovno	1103
konkrétne	1103
krídla	1103
NASA	1102
Records	1102
hudobné	1102
šiel	1102
modelu	1101
obvod	1101
odkaz	1101
príležitosti	1101
rôznymi	1101
výsledok	1101
kúpiť	1099
vrátila	1099
vzduch	1099
znamenať	1099
odpor	1098
štruktúry	1098
anglicky	1097
nazývajú	1097
nástroje	1097
uvedený	1097
znaky	1097
Center	1096
držať	1096
drahá	1095
pôsobenia	1095
tlaku	1095
vedenie	1095
úsek	1095
zmenu	1094
ďalším	1094
mojou	1093
starého	1093
politiky	1091
vyhlásil	1091
Paríža	1090
množstva	1090
účely	1090
SNP	1089
funkcia	1089
zopár	1089
nálezy	1087
preklad	1087
písať	1087
existencie	1085
román	1085
významným	1085
spočiatku	1084
stroje	1084
miery	1082
hlavou	1081
rozhodli	1081
ver	1081
grécky	1080
hm	1079
hovorili	1079
liga	1079
medzinárodné	1079
najvyššie	1079
nájdeme	1079
divízie	1078
kole	1078
revolúcie	1078
straty	1078
Karola	1077
uskutočnil	1077
istého	1076
mieru	1076
ľudské	1076
Ešte	1075
postavené	1075
robili	1074
rýchlejšie	1074
konali	1073
autorov	1072
show	1072
ostatnými	1071
historické	1070
múzea	1070
odkedy	1070
prezidentom	1070
skutočný	1070
mŕtvych	1069
počuješ	1069
symbol	1069
manžela	1068
zaoberá	1068
zomrieť	1068
cítiť	1067
g	1067
skončili	1067
štúdií	1067
služieb	1066
strelil	1066
môžme	1065
ľahké	1065
Windows	1064
francúzskeho	1064
ježiši	1064
problémom	1064
signál	1064
poli	1063
študovať	1063
urobíme	1062
Nie	1061
najväčšia	1061
nevadí	1060
tvojich	1060
vznikajú	1060
reči	1059
tvrdí	1059
federácie	1058
plány	1058
vlastných	1058
Paríž	1057
Zároveň	1057
banky	1057
hmoty	1057
hranici	1057
vlieva	1057
úradu	1057
Grand	1056
pokus	1056
republike	1056
Daniel	1055
mladých	1055
smrťou	1055
historických	1054
jazykom	1054
mil	1054
osobnosti	1054
počtom	1054
zmena	1054
Niekedy	1053
nato	1053
viedla	1053
mike	1052
techniky	1052
budove	1051
hodnota	1051
poľa	1051
zistil	1051
Autor	1050
tvorba	1049
vedia	1049
územím	1049
odišla	1048
pochádzajú	1048
Talianska	1047
dáš	1047
lietadlá	1046
obsahujú	1046
stavbu	1046
stredisko	1046
Milan	1045
dajú	1045
malého	1045
základ	1045
Sainte	1044
diele	1044
starších	1043
steny	1043
tesne	1043
určený	1042
jesť	1041
an	1040
krátkom	1040
vybral	1040
vyhrala	1040
českej	1040
rozkaz	1039
práv	1038
pôvodnej	1038
synov	1038
systéme	1038
hovoríte	1037
ISS	1036
zobral	1036
počesť	1035
viedlo	1035
nezávislosť	1034
posádka	1034
pápeža	1034
Pretože	1033
dreva	1033
menších	1033
momentálne	1033
všetkými	1033
Sojuz	1032
kúpil	1032
spôsobuje	1032
Dolné	1031
horšie	1031
polovicu	1031
členmi	1031
českého	1030
Anna	1029
modernej	1029
starší	1029
chlapca	1028
paul	1028
cítiš	1027
prevádzky	1027
francúzskej	1026
istej	1026
kúsok	1026
miere	1026
rozumieš	1026
tretej	1026
viedli	1026
zostáva	1026
Okolo	1025
stupňa	1025
zabijem	1025
kráľov	1024
tvorbu	1024
bratom	1023
dejinách	1023
hnutie	1023
pripomína	1023
ruskej	1021
získalo	1021
Poľsko	1020
Tá	1020
doliny	1020
traja	1020
vitajte	1020
zasa	1020
kosti	1019
prisahám	1019
Charles	1018
filmy	1018
minimálne	1018
podobný	1018
spolupráci	1018
srandu	1018
čierny	1017
aktívne	1016
atmosféry	1016
sopka	1016
vhodné	1016
zdrojom	1016
akcie	1015
me	1015
pozície	1015
čerta	1015
nemôžu	1014
politickej	1013
dát	1012
nahradil	1012
môcť	1011
mimochodom	1010
nieje	1010
zámok	1009
Jeden	1008
prvok	1007
americké	1006
dielom	1006
hokej	1006
medailu	1006
milé	1006
armádu	1005
inú	1005
konal	1005
pozíciu	1005
prišlo	1005
ton	1005
vrátili	1005
väčšine	1005
Aisne	1004
Azur	1003
bohu	1003
Svoje	1002
Univerzity	1002
oceánu	1002
centrálnej	1001
národných	1000
Ladislav	999
Slovenský	999
objekty	998
rozhodla	998
Veľkého	997
komplexu	997
vlastného	997
Avšak	996
Rhin	996
národa	996
sonda	996
Malej	995
mytológii	995
počuli	995
rastliny	995
hornín	994
metóda	994
nemohla	994
zničiť	994
Angeles	993
normálne	993
pravom	993
účasti	993
omnoho	992
Novej	991
idiot	991
súdu	991
poslednom	990
pripravená	989
tradície	989
výboru	989
bitky	988
budúcnosť	988
pivo	988
ďalšieho	988
parlamentu	987
strojov	987
vydaná	987
UNESCO	986
dráhe	986
postava	986
procesu	986
šiestich	986
albumov	985
pozrime	985
Andrej	984
matematiky	984
nutné	984
slnečnej	984
tvare	984
západne	984
akadémie	983
kľud	983
sestry	983
vytvárajú	983
zväz	983
písmeno	982
sústava	982
dedičstva	981
mesiaca	981
skús	981
častíc	981
štít	981
So	980
národná	980
výrobe	980
jednak	979
prežil	979
starej	979
vysvetliť	979
umelcov	978
zariadení	978
Japonsku	977
pekná	977
zozname	977
poznáte	976
miestnych	975
nerozumiem	975
Ing	974
Nitra	974
baby	974
pôjdeš	974
zvieratá	973
linky	972
fyziky	971
izby	971
prestaňte	971
priateľom	971
bratia	970
textu	970
vzťahov	970
del	969
james	969
prospech	969
konštrukcie	968
ohľadom	968
plne	968
su	968
výška	968
Thomas	967
am	967
priemysel	967
skutočnosť	967
vraví	967
všetkom	967
šéf	967
mnohí	966
kávu	965
rímskej	965
vedeckých	965
pôjde	964
with	964
zachránil	964
ľudskej	964
Nakoniec	963
Taliansko	963
Somme	962
david	962
hlasov	961
mozgu	961
pohorí	961
Brno	960
dávaj	960
výstavba	960
zbohom	960
Často	960
Iné	958
United	958
zabudni	958
zrazu	958
Afriky	957
video	957
Kvôli	956
Prešov	956
You	956
dopredu	956
george	956
kostole	956
wow	956
Práve	955
deväť	955
filmov	954
tvojom	954
východne	954
Bitka	953
Martina	953
Pierre	953
sadni	953
slobodu	953
lige	952
di	951
neverím	951
vysokú	951
Rovnako	950
literatúre	950
načo	950
prídem	950
bob	949
ríši	949
vezmem	948
Prameň	947
dcérou	947
Alsasko	946
bývalých	946
pochovaný	946
smiešne	946
nastal	945
pozerať	945
vstup	945
Tiež	944
bolí	944
prúd	944
ukončení	944
ústavu	944
priemyslu	943
slovensky	943
typov	943
sondy	942
zdravie	941
Druhý	940
Afrike	939
ryby	939
vedúci	939
vytvorenie	939
Anton	938
dejiny	938
nemusí	938
zostala	938
zámku	938
dohodu	937
pevnosť	937
seriál	937
Rudolf	936
malej	936
mimoriadne	936
venuje	936
úspechy	936
Františka	935
mene	935
vládol	935
chlapa	934
prestať	934
boje	933
počítač	933
dvomi	932
kráľovná	932
objavuje	932
pohľadu	932
séria	932
väčšiu	932
Tým	931
stránky	931
ukázal	931
robíme	930
energia	929
našom	929
povolenie	929
požiadal	929
prúdu	929
Kanade	928
Niektorí	928
pomenovanie	928
publikoval	928
vysokých	928
Komenského	927
dĺžkou	927
kraj	927
pohára	927
priestory	927
ľudských	927
situácie	926
telesa	926
článku	926
nástroj	925
využiť	925
denne	924
horniny	924
národný	924
údajov	924
Horné	923
nemocnici	923
prírode	923
ľudského	923
hlavnou	922
zmenila	922
zodpovedá	922
zväčša	922
Tomáš	921
farba	921
gréckeho	921
hornej	921
menší	921
písal	921
vláde	921
vrchy	921
karty	920
objektu	920
listy	919
mojím	919
paliva	919
sledovať	919
ľúbim	919
Rue	918
matku	918
nechcela	918
prelome	918
Grécku	917
sto	917
kapela	916
odmietol	916
zloženie	916
body	915
hlavná	915
zahraničí	915
zostali	915
číslom	915
Louis	914
bývalého	914
Sovietskeho	913
chápeš	913
generála	913
poznáme	913
udržať	913
nejakého	912
slobody	912
Alexandra	911
Prahy	911
niekomu	911
prestúpil	911
režisér	911
ďalšej	911
fakulty	910
motorom	910
NR	909
darí	909
sekundu	909
vozidiel	908
mame	907
využívajú	907
hornom	905
námestí	905
inde	904
krátke	904
plný	904
uz	904
ihneď	903
max	903
obrovské	903
otvorený	903
pracovník	903
prírodná	903
stratila	903
českých	903
Vývoj	902
farbu	902
jimmy	902
následok	902
výstavby	902
zuby	902
kus	901
podmienkach	901
príležitosť	901
rande	901
ruke	901
schopné	901
venovať	901
Vtedy	900
absolútne	900
gólov	900
naučil	900
stavieb	900
Mal	899
Panna	899
budúci	899
hovoríme	899
námestie	899
osada	899
postele	899
očí	898
použitím	898
považovaná	898
trieda	898
verziu	898
vymenovaných	897
hrdina	896
indexe	896
jeseň	896
riaditeľom	895
zadok	895
častice	895
da	894
henry	894
matkou	894
podobu	894
situácii	894
čísel	894
hory	893
teóriu	893
vnútra	893
zaujíma	893
tváre	892
väčšiny	892
buniek	891
hraníc	891
mestských	891
podieľal	891
predstaviteľ	891
nachádzajúci	890
povstanie	890
vedenia	890
využitie	890
väčšia	890
hlboko	889
posledného	889
vygenerovaný	889
základom	889
Rím	888
spolupracoval	888
sídli	887
vojenských	887
zobrazili	887
Pôvod	886
obrovský	886
peter	886
slnko	886
trate	886
výkonom	886
yorku	886
Ferdinand	885
opatrne	885
patrilo	885
pomenovaný	885
Moskve	884
dovoliť	884
paláca	884
postáv	884
prácou	884
Or	883
historik	883
izbe	883
off	883
častiach	883
Anglicka	882
gól	882
kráľovi	882
nevidím	882
vydrž	882
Škoda	882
hlavnú	881
nezáleží	881
ponúka	881
rozsahu	881
súčasný	881
teórii	881
kolo	880
požiadavky	880
generovaní	879
kyseliny	879
mojim	879
majstrovstvách	878
pracujem	878
predstavujú	878
zohľadnia	878
kráľovstve	877
mnohými	877
odvtedy	877
akým	876
bitka	876
bratov	876
kľúč	876
mužom	876
pomer	876
stoj	876
úrovne	876
joe	875
župy	875
Film	874
Súčasťou	874
vyrába	874
Air	873
Pôsobil	873
biele	873
dostaneš	873
pôvodných	873
zákony	873
Spoločnosť	872
oko	872
teleso	872
umiestnený	872
vesmíre	872
britskej	871
milióny	871
považujú	871
princíp	871
pripraviť	871
seriálu	871
skutočné	871
stredu	871
choroby	870
delí	870
hudobnej	870
kultúrne	870
niekam	870
stranách	870
volala	870
nebudú	869
plné	869
pomôže	869
praxi	869
pôvodný	869
sedlo	869
Británii	868
Lev	868
herečka	868
nazývaný	868
nádrž	868
oheň	868
pamiatky	868
majstra	867
políciu	867
teplo	867
voláš	867
vrchole	867
vydanie	867
Liptovský	866
plánu	866
vydali	866
zboru	866
dáme	865
nedostatok	865
iná	864
maliar	864
ročne	864
trest	864
dolina	863
nasledujúce	863
niekým	863
obrazu	863
poschodí	863
stretneme	863
Malá	862
snažili	862
strednom	862
um	862
vytvorený	862
Malý	861
išli	861
najvýznamnejších	861
plynu	861
reprezentuje	861
scény	861
niekoľkými	860
zmluva	860
účasť	860
Loir	859
frazémy	859
hráči	859
letov	859
návrhu	859
pôvodné	859
vzadu	859
Ďalším	859
Mužská	858
Prvým	858
spočíva	858
štýlu	858
návrat	857
stránke	857
porazili	856
prírodných	856
sociálne	856
veliteľa	856
biskup	855
pobrežia	855
pokoji	855
považované	855
prítomnosť	855
strom	855
dolnom	854
správanie	854
vytvorené	854
Music	853
plyn	853
rozsiahle	853
bojoval	852
kriste	852
ruského	852
tamto	852
tímy	852
záznamy	852
DVD	851
Lot	851
každoročne	851
zaviedol	851
manželstvo	850
myslia	850
silne	850
turnaja	850
udalostí	849
poslednú	848
červená	848
obranu	847
vyplýva	847
označujú	846
bohov	845
cítil	845
nádrže	845
Žiline	845
pochopiť	843
volať	843
nakoľko	842
nájdem	842
National	841
bežne	841
drahý	841
funkcii	840
nádherné	840
politika	840
pracovala	840
počte	839
prešla	839
Anglicko	838
Jana	838
Tatra	838
dokázali	838
ježiš	838
nebuď	838
polovica	838
pripravení	837
tajomstvo	837
zmien	837
štúdiový	837
nebezpečné	836
nemožné	836
nestalo	836
univerzita	836
Národnej	835
Celkovo	834
biskupa	834
chuť	834
dostáva	834
koncert	834
vlak	834
zabije	834
Používa	833
básne	833
matematik	833
texty	833
Grékov	832
dedine	832
materiálov	832
viacerými	832
Berlíne	831
dokopy	831
zložky	831
Prešove	830
nesmie	830
pohni	830
Calvados	829
Me	829
Rakúska	829
hey	829
jadra	829
pamätám	829
pokúsil	829
zviera	829
štruktúra	829
Slnko	828
kancelárie	828
nebudeme	828
otvoriť	828
prevzal	828
sezónu	828
pomôžte	827
ľudovej	827
španielsky	827
Reprezentácia	826
dohody	826
hrával	826
názory	826
obed	826
predsedu	826
takýto	826
typické	826
štvrť	826
kláštor	825
minúty	825
prostriedky	825
tadiaľto	825
Edward	824
dôležitý	824
nádej	824
preklade	824
speváčka	824
bolesť	823
celým	823
doktora	823
najlepšia	823
sestru	823
OSN	822
formou	822
gmine	822
prameňa	822
vojak	822
podnik	821
umiestnená	821
lety	820
odchode	820
populácie	820
voľný	820
dalo	819
dĺžke	819
išla	819
hrajú	818
osobné	818
potreboval	818
robila	818
DNA	817
Európska	817
Priebeh	817
frontu	817
obchodné	817
jake	816
klubom	816
nesprávne	816
minister	815
Turci	814
mestská	814
predpokladá	814
bojím	813
britský	813
hudbe	813
novinách	813
ocenenie	813
ospravedlňujem	813
stavbe	813
verzii	813
viery	813
Black	812
Skladba	812
chorý	812
stála	812
väčšej	812
ľavej	812
Jura	811
dlhú	811
kamarát	811
manželku	811
osi	811
rozdelené	811
